#Object       u60  vst  v40

10758         1.0  0.0  0.0
10759         1.0  0.0  0.0
11605         1.0  0.0  0.0
11604         1.0  0.0  0.0
11607         1.0  0.0  0.0
11606         1.0  0.0  0.0
11601         1.0  0.0  0.0
11600         1.0  0.0  0.0
11603         1.0  0.0  0.0
11602         1.0  0.0  0.0
11472         1.0  0.0  0.0
11609         1.0  0.0  0.0
11608         1.0  0.0  0.0
11473         1.0  0.0  0.0
11954         1.0  0.0  0.0
11951         1.0  0.0  0.0
11950         1.0  0.0  0.0
11953         1.0  0.0  0.0
11952         1.0  0.0  0.0
11129         2.0  1.0  0.0
10789         1.0  0.0  0.0
10905         1.0  0.0  0.0
11594         1.0  0.0  0.0
11597         1.0  0.0  0.0
11596         1.0  0.0  0.0
11591         1.0  0.0  0.0
10802         1.0  0.0  0.0
11593         1.0  0.0  0.0
11592         1.0  0.0  0.0
10757         1.0  0.0  0.0
10909         1.0  0.0  0.0
10908         1.0  0.0  0.0
11618         1.0  0.0  0.0
11619         1.0  0.0  0.0
11094         1.0  0.0  0.0
11095         1.0  0.0  0.0
11096         1.0  0.0  0.0
11097         1.0  0.0  0.0
11948         1.0  0.0  0.0
11949         1.0  0.0  0.0
11098         1.0  0.0  0.0
11099         1.0  0.0  0.0
11158         1.0  0.0  0.0
10798         1.0  0.0  0.0
10799         1.0  0.0  0.0
10790         1.0  0.0  0.0
11155         1.0  0.0  0.0
11154         1.0  0.0  0.0
11157         1.0  0.0  0.0
11156         1.0  0.0  0.0
11151         1.0  0.0  0.0
11153         1.0  0.0  0.0
11152         1.0  0.0  0.0
11159         1.0  0.0  0.0
11467         1.0  0.0  0.0
11586         1.0  0.0  0.0
11587         1.0  0.0  0.0
11584         1.0  0.0  0.0
11585         1.0  0.0  0.0
11582         1.0  0.0  0.0
11583         1.0  0.0  0.0
11580         1.0  1.0  0.0
10911         1.0  0.0  0.0
11478         1.0  0.0  0.0
11588         1.0  0.0  0.0
11589         1.0  0.0  0.0
10910         1.0  0.0  0.0
11581         1.0  1.0  0.0
11479         1.0  0.0  0.0
11568         1.0  0.0  0.0
11569         1.0  0.0  0.0
11614         1.0  0.0  0.0
13763         1.0  0.0  0.0
10810         1.0  0.0  0.0
11202         1.0  0.0  0.0
11257         1.0  0.0  0.0
11616         1.0  0.0  0.0
11204         1.0  0.0  0.0
11255         1.0  0.0  0.0
11615         1.0  0.0  0.0
11160         1.0  0.0  0.0
11161         1.0  0.0  0.0
11162         1.0  0.0  0.0
11251         1.0  0.0  0.0
11173         1.0  0.0  0.0
11595         1.0  0.0  0.0
11171         1.0  0.0  0.0
11170         1.0  0.0  0.0
11249         1.0  0.0  0.0
11248         1.0  0.0  0.0
11175         1.0  1.0  0.0
11617         1.0  0.0  0.0
11245         1.0  0.0  0.0
11244         1.0  0.0  0.0
11247         1.0  0.0  0.0
11246         1.0  0.0  0.0
11241         1.0  0.0  0.0
10907         1.0  0.0  0.0
11243         1.0  0.0  0.0
11242         1.0  0.0  0.0
10761         2.0  0.0  0.0
10760         1.0  0.0  0.0
10906         1.0  0.0  0.0
11612         1.0  0.0  0.0
11590         1.0  0.0  0.0
11613         1.0  0.0  0.0
11172         1.0  0.0  0.0
11611         1.0  0.0  0.0
11559         1.0  0.0  0.0
11258         1.0  0.0  0.0
11259         1.0  0.0  0.0
11256         1.0  0.0  0.0
11599         1.0  0.0  0.0
11254         1.0  0.0  0.0
11174         1.0  0.0  0.0
11252         1.0  0.0  0.0
11253         1.0  0.0  0.0
11250         1.0  0.0  0.0
11598         1.0  0.0  0.0
10772         1.0  0.0  0.0
10770         1.0  0.0  0.0
10771         1.0  0.0  0.0
