#Object       u60  vst  v40

11272         1.0  0.0  0.0
11199         1.0  0.0  0.0
11198         1.0  0.0  0.0
11273         1.0  0.0  0.0
11240         1.0  0.0  0.0
11269         1.0  0.0  0.0
11268         1.0  0.0  0.0
10893         1.0  0.0  0.0
10892         1.0  0.0  0.0
10891         1.0  0.0  0.0
11260         1.0  0.0  0.0
10897         1.0  0.0  0.0
10896         1.0  0.0  0.0
10895         1.0  0.0  0.0
10894         1.0  0.0  0.0
10813         1.0  0.0  0.0
10812         1.0  0.0  0.0
10811         1.0  0.0  0.0
11466         1.0  0.0  0.0
10814         1.0  1.0  0.0
11469         1.0  0.0  0.0
11468         1.0  0.0  0.0
10725         1.0  0.0  0.0
10724         1.0  0.0  0.0
10727         1.0  0.0  0.0
10726         1.0  0.0  0.0
10721         1.0  0.0  0.0
10723         1.0  0.0  0.0
10722         1.0  0.0  0.0
11274         1.0  0.0  0.0
11270         1.0  0.0  0.0
11271         1.0  0.0  0.0
11579         1.0  1.0  0.0
11578         1.0  0.0  0.0
11577         1.0  0.0  0.0
11576         1.0  0.0  0.0
11575         1.0  0.0  0.0
11574         1.0  0.0  0.0
11573         1.0  0.0  0.0
11572         1.0  0.0  0.0
11571         1.0  0.0  0.0
11570         1.0  0.0  0.0
11100         1.0  0.0  0.0
11476         1.0  0.0  0.0
11477         1.0  0.0  0.0
11474         1.0  0.0  0.0
11475         1.0  0.0  0.0
10808         1.0  0.0  0.0
10809         1.0  0.0  0.0
11470         1.0  0.0  0.0
11471         1.0  0.0  0.0
10804         1.0  0.0  0.0
10805         1.0  0.0  0.0
10806         1.0  0.0  0.0
10807         1.0  0.0  0.0
10800         1.0  0.0  0.0
10801         1.0  0.0  0.0
10756         1.0  0.0  0.0
10803         1.0  0.0  0.0
10762         2.0  1.0  0.0
11201         1.0  0.0  0.0
11200         1.0  0.0  0.0
11203         1.0  0.0  0.0
11134         1.0  0.0  0.0
11133         1.0  0.0  0.0
11132         1.0  0.0  0.0
11131         1.0  0.0  0.0
11130         1.0  0.0  0.0
11560         1.0  0.0  0.0
11561         1.0  0.0  0.0
11562         1.0  0.0  0.0
11563         1.0  0.0  0.0
11564         1.0  0.0  0.0
11565         1.0  0.0  0.0
11566         1.0  0.0  0.0
11567         1.0  0.0  0.0
