#Object       u60  vst  v40

11190         1.0  0.0  0.0
12290         1.0  0.0  0.0
10565         1.0  0.0  0.0
11681         1.0  0.0  0.0
10564         1.0  0.0  0.0
11680         1.0  0.0  0.0
11542         1.0  0.0  0.0
11543         1.0  0.0  0.0
12390         1.0  0.0  0.0
11544         1.0  0.0  0.0
11231         1.0  0.0  0.0
11682         1.0  0.0  0.0
10834         1.0  0.0  0.0
11946         1.0  0.0  0.0
10958         1.0  0.0  0.0
10959         1.0  0.0  0.0
11947         1.0  0.0  0.0
10952         1.0  0.0  0.0
10953         1.0  0.0  0.0
10950         1.0  0.0  0.0
10951         1.0  0.0  0.0
10956         1.0  0.0  0.0
10957         1.0  0.0  0.0
10954         1.0  0.0  0.0
10955         1.0  0.0  0.0
10967         1.0  0.0  0.0
11554         1.0  0.0  0.0
11945         1.0  0.0  0.0
11186         1.0  0.0  0.0
11187         1.0  0.0  0.0
14107         1.0  0.0  0.0
11185         1.0  0.0  0.0
14109         1.0  0.0  0.0
14108         1.0  0.0  0.0
11188         1.0  0.0  0.0
11189         1.0  0.0  0.0
10965         1.0  0.0  0.0
11943         1.0  0.0  0.0
10964         1.0  0.0  0.0
11674         1.0  1.0  0.0
10962         1.0  0.0  0.0
11670         1.0  0.0  0.0
11671         1.0  0.0  0.0
11672         1.0  0.0  0.0
11673         1.0  1.0  0.0
12389         1.0  0.0  0.0
11675         1.0  1.0  0.0
11676         1.0  1.0  0.0
11677         1.0  0.0  0.0
12385         1.0  0.0  0.0
11679         1.0  0.0  0.0
12386         1.0  0.0  0.0
11371         1.0  1.0  0.0
11370         1.0  0.0  0.0
11373         1.0  1.0  0.0
10968         1.0  0.0  0.0
12305         1.0  0.0  0.0
12304         1.0  0.0  0.0
12307         1.0  0.0  0.0
12306         1.0  0.0  0.0
12303         1.0  0.0  0.0
12309         1.0  0.0  0.0
12308         1.0  0.0  0.0
14110         1.0  0.0  0.0
11229         1.0  0.0  0.0
12381         1.0  0.0  0.0
11228         1.0  0.0  0.0
12380         1.0  0.0  0.0
10969         1.0  0.0  0.0
13429         1.0  0.0  0.0
13428         1.0  0.0  0.0
13427         1.0  0.0  0.0
13426         1.0  0.0  0.0
13425         1.0  0.0  0.0
13424         1.0  0.0  0.0
13423         1.0  0.0  0.0
