#Object       g60  r60  i60

4013          1.0  2.0  0.0
4012          1.0  0.0  0.0
4323          1.0  0.0  0.0
4322          1.0  0.0  0.0
4016          1.0  1.0  0.0
4015          1.0  1.0  0.0
4014          1.0  1.0  0.0
4324          1.0  0.0  0.0
4321          1.0  1.0  0.0
4320          1.0  1.0  0.0
3703          1.0  1.0  0.0
3706          1.0  1.0  0.0
3707          1.0  0.0  0.0
3704          1.0  1.0  0.0
3705          1.0  1.0  0.0
