#Object       u60  vst  v40

16078         1.0  0.0  0.0
16073         1.0  0.0  0.0
16072         1.0  0.0  0.0
16077         1.0  0.0  0.0
16076         1.0  0.0  0.0
16075         1.0  0.0  0.0
16074         1.0  0.0  0.0
12697         1.0  0.0  0.0
12770         1.0  0.0  0.0
12771         1.0  0.0  0.0
12772         1.0  0.0  0.0
17001         1.0  0.0  0.0
17000         1.0  0.0  0.0
17003         1.0  0.0  0.0
17002         1.0  0.0  0.0
17005         1.0  0.0  0.0
17004         1.0  0.0  0.0
15760         1.0  0.0  0.0
12408         1.0  0.0  0.0
12409         1.0  0.0  0.0
12679         1.0  0.0  0.0
12402         1.0  0.0  0.0
15757         1.0  0.0  0.0
12401         1.0  0.0  0.0
12406         1.0  0.0  0.0
12407         1.0  0.0  0.0
12404         1.0  0.0  0.0
15110         1.0  0.0  0.0
12696         1.0  0.0  0.0
13104         1.0  0.0  0.0
15755         1.0  0.0  0.0
15754         1.0  0.0  0.0
13720         1.0  0.0  0.0
13721         1.0  0.0  0.0
13722         1.0  0.0  0.0
13723         1.0  0.0  0.0
12705         1.0  1.0  0.0
13417         1.0  0.0  0.0
12707         1.0  1.0  0.0
12706         1.0  1.0  0.0
12709         1.0  1.0  0.0
12708         1.0  1.0  0.0
13418         1.0  0.0  0.0
13419         1.0  0.0  0.0
15111         1.0  0.0  0.0
15756         1.0  0.0  0.0
15113         1.0  0.0  0.0
15112         1.0  0.0  0.0
13098         1.0  0.0  0.0
13099         1.0  0.0  0.0
11717         1.0  0.0  0.0
15438         1.0  0.0  0.0
14118         1.0  0.0  0.0
14119         1.0  0.0  0.0
15436         1.0  0.0  0.0
15437         1.0  0.0  0.0
15434         1.0  0.0  0.0
15435         1.0  0.0  0.0
12424         1.0  0.0  0.0
15433         1.0  0.0  0.0
15108         1.0  0.0  0.0
15109         1.0  0.0  0.0
15107         1.0  0.0  0.0
13422         1.0  0.0  0.0
13421         1.0  0.0  0.0
13420         1.0  0.0  0.0
12703         1.0  1.0  0.0
13386         1.0  0.0  0.0
13387         1.0  0.0  0.0
13384         1.0  0.0  0.0
13385         1.0  0.0  0.0
13382         1.0  0.0  0.0
13383         1.0  0.0  0.0
13380         1.0  0.0  0.0
13381         1.0  0.0  0.0
13788         1.0  0.0  0.0
11524         1.0  0.0  0.0
14124         1.0  0.0  0.0
18185         1.0  0.0  0.0
18184         1.0  0.0  0.0
18186         1.0  0.0  0.0
18181         1.0  0.0  0.0
18180         1.0  0.0  0.0
18183         1.0  0.0  0.0
18182         1.0  0.0  0.0
13438         1.0  0.0  0.0
13439         1.0  0.0  0.0
14121         1.0  0.0  0.0
17893         1.0  0.0  0.0
14120         1.0  0.0  0.0
11525         1.0  0.0  0.0
17891         1.0  0.0  0.0
14123         1.0  0.0  0.0
14458         1.0  1.0  0.0
13038         1.0  0.0  0.0
13039         1.0  0.0  0.0
12403         1.0  0.0  0.0
13035         1.0  0.0  0.0
13036         1.0  0.0  0.0
13037         1.0  0.0  0.0
12047         1.0  0.0  0.0
14122         1.0  0.0  0.0
13379         1.0  0.0  0.0
13715         1.0  0.0  0.0
13795         1.0  0.0  0.0
12405         1.0  0.0  0.0
13375         1.0  0.0  0.0
13374         1.0  0.0  0.0
13449         1.0  0.0  0.0
13448         1.0  0.0  0.0
13445         1.0  0.0  0.0
13444         1.0  0.0  0.0
13447         1.0  0.0  0.0
13446         1.0  0.0  0.0
13441         1.0  0.0  0.0
13440         1.0  0.0  0.0
13443         1.0  0.0  0.0
13442         1.0  0.0  0.0
17889         1.0  0.0  0.0
13048         1.0  0.0  0.0
13714         1.0  0.0  0.0
14791         1.0  0.0  0.0
13041         1.0  0.0  0.0
13040         1.0  0.0  0.0
13043         1.0  0.0  0.0
13042         1.0  0.0  0.0
13045         1.0  0.0  0.0
13044         1.0  0.0  0.0
13047         1.0  0.0  0.0
13046         1.0  0.0  0.0
12680         1.0  0.0  0.0
12702         1.0  0.0  0.0
14789         1.0  0.0  0.0
14788         1.0  0.0  0.0
14787         1.0  0.0  0.0
14786         1.0  0.0  0.0
14785         1.0  0.0  0.0
13800         1.0  0.0  0.0
14457         1.0  1.0  0.0
14455         1.0  0.0  0.0
14456         2.0  0.0  0.0
13456         1.0  0.0  0.0
13457         1.0  0.0  0.0
13454         1.0  0.0  0.0
13455         1.0  0.0  0.0
13452         1.0  0.0  0.0
13453         1.0  0.0  0.0
13450         1.0  0.0  0.0
13451         1.0  1.0  0.0
13113         1.0  0.0  0.0
13112         1.0  0.0  0.0
13111         1.0  1.0  0.0
13110         1.0  1.0  0.0
13117         1.0  0.0  0.0
13116         1.0  0.0  0.0
13115         1.0  0.0  0.0
13114         1.0  0.0  0.0
17892         1.0  0.0  0.0
15432         1.0  0.0  0.0
17890         1.0  0.0  0.0
13118         1.0  0.0  0.0
12761         1.0  0.0  0.0
17894         1.0  0.0  0.0
12425         1.0  0.0  0.0
13791         1.0  0.0  0.0
13790         1.0  0.0  0.0
13793         1.0  0.0  0.0
13792         1.0  0.0  0.0
14454         1.0  0.0  0.0
13794         1.0  0.0  0.0
13797         1.0  0.0  0.0
13796         1.0  0.0  0.0
13799         1.0  0.0  0.0
13798         1.0  0.0  0.0
12766         1.0  0.0  0.0
12051         1.0  0.0  0.0
12050         1.0  0.0  0.0
14790         1.0  0.0  0.0
12052         1.0  0.0  0.0
12420         1.0  0.0  0.0
13719         1.0  0.0  0.0
13718         1.0  0.0  0.0
12695         1.0  0.0  0.0
12694         1.0  0.0  0.0
12693         1.0  0.0  0.0
11176         1.0  0.0  0.0
12691         1.0  0.0  0.0
12759         1.0  0.0  0.0
12756         1.0  0.0  0.0
12757         1.0  0.0  0.0
12754         1.0  0.0  0.0
12755         1.0  0.0  0.0
12752         1.0  0.0  0.0
12753         1.0  0.0  0.0
13717         1.0  0.0  0.0
13716         1.0  0.0  0.0
14453         1.0  0.0  0.0
13108         1.0  0.0  0.0
13109         1.0  1.0  0.0
12699         1.0  0.0  0.0
12421         1.0  0.0  0.0
13105         1.0  0.0  0.0
13106         1.0  0.0  0.0
13107         1.0  0.0  0.0
13100         1.0  0.0  0.0
13101         1.0  0.0  0.0
13102         1.0  0.0  0.0
13103         1.0  0.0  0.0
13782         1.0  0.0  0.0
13783         1.0  0.0  0.0
13781         1.0  0.0  0.0
13786         1.0  0.0  0.0
13787         1.0  0.0  0.0
13784         1.0  0.0  0.0
13785         1.0  0.0  0.0
14459         1.0  1.0  0.0
17895         1.0  0.0  0.0
13789         1.0  0.0  0.0
16999         1.0  0.0  0.0
12410         1.0  0.0  0.0
12698         1.0  0.0  0.0
12422         1.0  0.0  0.0
13378         1.0  0.0  0.0
13377         1.0  0.0  0.0
13376         1.0  0.0  0.0
12048         1.0  0.0  0.0
12049         1.0  0.0  0.0
13373         1.0  0.0  0.0
13372         1.0  0.0  0.0
12692         1.0  0.0  0.0
12419         1.0  0.0  0.0
12701         1.0  0.0  0.0
12769         1.0  0.0  0.0
12768         1.0  0.0  0.0
12758         1.0  0.0  0.0
12700         1.0  0.0  0.0
12053         1.0  0.0  0.0
12681         1.0  0.0  0.0
12760         1.0  0.0  0.0
12767         1.0  0.0  0.0
15759         1.0  0.0  0.0
11163         1.0  0.0  0.0
11713         1.0  0.0  0.0
11712         1.0  0.0  0.0
15758         1.0  0.0  0.0
12423         1.0  0.0  0.0
11716         1.0  0.0  0.0
11715         1.0  0.0  0.0
11714         1.0  0.0  0.0
13416         1.0  0.0  0.0
11718         1.0  0.0  0.0
12704         1.0  1.0  0.0
