#Object       u60  vst  v40

13730         1.0  1.0  0.0
18471         1.0  0.0  0.0
18470         1.0  0.0  0.0
18472         1.0  0.0  0.0
12712         1.0  0.0  0.0
12713         1.0  0.0  0.0
12710         1.0  0.0  0.0
12711         1.0  0.0  0.0
12716         2.0  0.0  0.0
12714         1.0  0.0  0.0
12715         2.0  0.0  0.0
16704         1.0  0.0  0.0
16701         1.0  0.0  0.0
16700         1.0  0.0  0.0
16703         1.0  0.0  0.0
16702         1.0  0.0  0.0
11902         1.0  0.0  0.0
15765         1.0  0.0  0.0
18468         1.0  0.0  0.0
15114         1.0  1.0  0.0
11903         1.0  0.0  0.0
13801         1.0  0.0  0.0
12778         1.0  0.0  0.0
18469         1.0  0.0  0.0
12359         1.0  0.0  0.0
12779         1.0  0.0  0.0
18466         1.0  0.0  0.0
12071         1.0  0.0  0.0
18467         1.0  0.0  0.0
16389         1.0  0.0  0.0
16388         1.0  0.0  0.0
15761         1.0  0.0  0.0
13388         1.0  1.0  0.0
13389         1.0  1.0  0.0
15764         1.0  0.0  0.0
11904         1.0  0.0  0.0
14129         1.0  0.0  0.0
14128         1.0  0.0  0.0
14127         1.0  0.0  0.0
14126         1.0  0.0  0.0
14125         1.0  0.0  0.0
11905         1.0  0.0  0.0
12774         1.0  0.0  0.0
16082         1.0  0.0  0.0
16083         1.0  0.0  0.0
16080         1.0  1.0  0.0
16081         1.0  1.0  0.0
12070         1.0  0.0  0.0
13050         1.0  0.0  0.0
16084         1.0  0.0  0.0
16085         1.0  0.0  0.0
13744         1.0  0.0  0.0
13742         1.0  0.0  0.0
13743         1.0  0.0  0.0
13740         1.0  0.0  0.0
13741         1.0  0.0  0.0
11906         1.0  0.0  0.0
16393         1.0  0.0  0.0
16390         1.0  0.0  0.0
16391         1.0  0.0  0.0
17306         1.0  0.0  0.0
17307         1.0  0.0  0.0
17304         1.0  0.0  0.0
17305         1.0  0.0  0.0
17308         1.0  0.0  0.0
17309         1.0  0.0  0.0
Moon12A       1.0  0.0  0.0
14138         2.0  0.0  0.0
15125         1.0  0.0  0.0
15126         1.0  0.0  0.0
15127         1.0  0.0  0.0
15120         1.0  0.0  0.0
15121         1.0  0.0  0.0
15122         1.0  0.0  0.0
15123         1.0  0.0  0.0
14130         1.0  0.0  0.0
Moon32B       1.0  0.0  0.0
14132         1.0  0.0  0.0
14133         1.0  0.0  0.0
14134         1.0  0.0  0.0
14135         1.0  0.0  0.0
14136         1.0  0.0  0.0
14137         1.0  0.0  0.0
12776         1.0  0.0  0.0
13049         1.0  0.0  0.0
14792         1.0  0.0  0.0
17607         1.0  0.0  0.0
17606         1.0  0.0  0.0
17605         1.0  0.0  0.0
17604         1.0  0.0  0.0
17603         1.0  0.0  0.0
17602         1.0  0.0  0.0
17601         1.0  0.0  0.0
12626         1.0  0.0  0.0
12624         1.0  0.0  0.0
12625         1.0  0.0  0.0
14145         1.0  0.0  0.0
13804         1.0  1.0  0.0
13807         1.0  0.0  0.0
13806         1.0  0.0  0.0
14141         1.0  0.0  0.0
Moon21B       1.0  0.0  0.0
14143         1.0  0.0  0.0
14142         1.0  0.0  0.0
14097         1.0  0.0  0.0
13458         1.0  0.0  0.0
13459         1.0  0.0  0.0
13058         1.0  0.0  0.0
13059         1.0  0.0  0.0
13052         1.0  0.0  0.0
13053         1.0  0.0  0.0
15124         1.0  0.0  0.0
13051         1.0  0.0  0.0
13056         1.0  0.0  0.0
13057         1.0  0.0  0.0
13054         1.0  0.0  0.0
13055         1.0  0.0  0.0
14798         1.0  0.0  0.0
14799         1.0  0.0  0.0
16698         1.0  0.0  0.0
11907         1.0  0.0  0.0
Moon14B       1.0  0.0  0.0
Moon14A       1.0  0.0  0.0
14793         1.0  0.0  0.0
14794         1.0  0.0  0.0
14795         1.0  0.0  0.0
14796         1.0  0.0  0.0
14797         1.0  0.0  0.0
Moon67A       1.0  0.0  0.0
Moon67B       1.0  0.0  0.0
16394         1.0  0.0  0.0
12777         1.0  0.0  0.0
14099         1.0  0.0  0.0
14098         1.0  0.0  0.0
12074         1.0  0.0  0.0
16392         1.0  0.0  0.0
Moon42B       1.0  0.0  0.0
13062         1.0  0.0  0.0
13061         1.0  0.0  0.0
17303         1.0  0.0  0.0
13463         1.0  0.0  0.0
13462         1.0  0.0  0.0
13461         1.0  0.0  0.0
13460         1.0  0.0  0.0
13464         1.0  0.0  0.0
14800         1.0  0.0  0.0
14801         1.0  0.0  0.0
14802         1.0  0.0  0.0
14803         1.0  0.0  0.0
14804         1.0  0.0  0.0
14805         1.0  0.0  0.0
Moon12B       1.0  0.0  0.0
15439         1.0  0.0  0.0
12073         1.0  0.0  0.0
15447         1.0  0.0  0.0
15446         1.0  0.0  0.0
15445         1.0  0.0  0.0
15444         1.0  0.0  0.0
15443         1.0  0.0  0.0
15442         1.0  0.0  0.0
15441         1.0  0.0  0.0
Moon42A       1.0  0.0  0.0
15449         1.0  0.0  0.0
15448         1.0  0.0  0.0
13803         1.0  1.0  0.0
12072         1.0  0.0  0.0
12365         1.0  0.0  0.0
12364         1.0  0.0  0.0
12363         1.0  0.0  0.0
12362         1.0  0.0  0.0
12361         1.0  0.0  0.0
12360         1.0  0.0  0.0
16699         1.0  0.0  0.0
13060         1.0  0.0  0.0
12773         1.0  0.0  0.0
12775         1.0  0.0  0.0
