#Object       u60  vst  v40

15450         1.0  0.0  0.0
15451         1.0  0.0  0.0
16079         1.0  1.0  0.0
14139         1.0  0.0  0.0
15452         1.0  0.0  0.0
13737         1.0  0.0  0.0
13736         1.0  0.0  0.0
13735         1.0  0.0  0.0
13734         1.0  0.0  0.0
11546         1.0  0.0  0.0
11547         1.0  0.0  0.0
13731         1.0  0.0  0.0
11545         1.0  0.0  0.0
15766         1.0  0.0  0.0
15767         1.0  0.0  0.0
11548         1.0  0.0  0.0
11549         1.0  0.0  0.0
15762         1.0  0.0  0.0
15763         1.0  0.0  0.0
13739         1.0  0.0  0.0
13738         1.0  0.0  0.0
14471         1.0  0.0  0.0
14470         1.0  0.0  0.0
14473         1.0  0.0  0.0
14472         1.0  0.0  0.0
14140         1.0  0.0  0.0
11911         1.0  0.0  0.0
11910         1.0  0.0  0.0
11912         1.0  0.0  0.0
Moon21A       1.0  0.0  0.0
14131         1.0  0.0  0.0
13802         1.0  0.0  0.0
Moon32A       1.0  0.0  0.0
14101         1.0  1.0  0.0
14100         1.0  0.0  0.0
14103         1.0  1.0  0.0
14102         1.0  1.0  0.0
13805         1.0  1.0  0.0
12068         1.0  0.0  0.0
12069         1.0  0.0  0.0
15119         1.0  0.0  0.0
15118         1.0  0.0  0.0
15115         1.0  1.0  0.0
13729         1.0  1.0  0.0
15117         1.0  0.0  0.0
15116         1.0  1.0  0.0
Moon55A       1.0  0.0  0.0
Moon55B       1.0  0.0  0.0
13401         1.0  0.0  0.0
14468         1.0  0.0  0.0
14469         1.0  0.0  0.0
15440         1.0  0.0  0.0
13400         1.0  0.0  0.0
14462         1.0  0.0  0.0
14463         1.0  0.0  0.0
14460         1.0  0.0  0.0
14461         1.0  0.0  0.0
14466         1.0  0.0  0.0
14467         1.0  0.0  0.0
14464         1.0  0.0  0.0
14465         1.0  0.0  0.0
13395         1.0  0.0  0.0
13394         1.0  0.0  0.0
13397         1.0  0.0  0.0
13396         1.0  0.0  0.0
13391         1.0  0.0  0.0
13390         1.0  1.0  0.0
13393         1.0  0.0  0.0
13392         1.0  0.0  0.0
13733         1.0  0.0  0.0
11908         1.0  0.0  0.0
11909         1.0  0.0  0.0
13399         1.0  0.0  0.0
13398         1.0  0.0  0.0
13732         1.0  0.0  0.0
