#MJD Time   LST  No Object     RA        Dec    Airm    Az   Alt Cost
7633 21.81 20.60 10   11796 316.60294 +22.90000 1.02 141.5 +78.7  110
7633 21.84 20.63 10   11797 317.47141 +22.90000 1.02 140.0 +78.5  110
7633 21.87 20.66 10   11798 318.33984 +22.90000 1.02 138.5 +78.3  110
7633 21.90 20.69 10   11799 319.20828 +22.90000 1.02 137.0 +78.0  110
7633 21.93 20.72 10   11800 320.07672 +22.90000 1.02 135.7 +77.8  110
7633 21.96 20.75 11   11450 326.00183 +22.10000 1.04 123.4 +73.6  110
7633 21.99 20.78 11   11451 326.86527 +22.10000 1.04 122.6 +73.4  110
7633 22.02 20.81 12   11801 320.94519 +22.90000 1.02 137.4 +78.1  110
7633 22.05 20.85 12   11802 321.81363 +22.90000 1.02 136.0 +77.9  110
7633 22.08 20.88 12   11803 322.68207 +22.90000 1.02 134.6 +77.6  110
7633 22.11 20.91 12   11804 323.55051 +22.90000 1.02 133.3 +77.4  110
7633 22.15 20.94 12   11805 324.41898 +22.90000 1.03 132.1 +77.1  110
7633 22.18 20.97 12   11806 325.28742 +22.90000 1.03 130.8 +76.8  110
7633 22.21 21.00 12   11807 326.15585 +22.90000 1.03 129.7 +76.6  110
7633 22.24 21.03 13   12150 315.89148 +23.70000 1.01 177.1 +81.7  110
7633 22.27 21.06 13   12151 316.76517 +23.70000 1.01 174.4 +81.7  110
7633 22.30 21.09 13   12152 317.63885 +23.70000 1.01 171.8 +81.7  110
7633 22.33 21.12 13   12153 318.51254 +23.70000 1.01 169.2 +81.6  110
7633 22.36 21.15 13   12154 319.38623 +23.70000 1.01 166.7 +81.5  110
7633 22.39 21.18 13   12155 320.25992 +23.70000 1.01 164.2 +81.4  110
7633 22.42 21.21 13   12156 321.13358 +23.70000 1.01 161.8 +81.3  110
7633 22.45 21.24 14   12143 309.77570 +23.70000 1.02 225.7 +78.6  110
7633 22.48 21.27 14   12144 310.64938 +23.70000 1.02 224.2 +78.9  110
7633 22.51 21.30 14   12145 311.52307 +23.70000 1.02 222.7 +79.1  110
7633 22.54 21.33 14   12146 312.39676 +23.70000 1.02 221.1 +79.3  110
7633 22.57 21.36 14   12147 313.27042 +23.70000 1.02 219.4 +79.6  110
7633 22.60 21.40 14   12148 314.14410 +23.70000 1.02 217.7 +79.8  110
7633 22.63 21.43 14   12149 315.01779 +23.70000 1.02 215.9 +80.0  110
7633 22.66 21.46 15   11808 327.02429 +22.90000 1.02 151.9 +79.8  110
7633 22.70 21.49 15   11809 327.89276 +22.90000 1.02 150.0 +79.7  110
7633 22.73 21.52 15   11810 328.76120 +22.90000 1.02 148.1 +79.5  110
7633 22.76 21.55 15   11811 329.62964 +22.90000 1.02 146.4 +79.3  110
7633 22.79 21.58 15   11812 330.49808 +22.90000 1.02 144.6 +79.1  110
7633 22.82 21.61 15   11813 331.36655 +22.90000 1.02 143.0 +78.9  110
7633 22.85 21.64 15   11814 332.23498 +22.90000 1.02 141.4 +78.7  110
7633 22.88 21.67 16   11459 333.77277 +22.10000 1.02 139.7 +77.5  110
7633 22.91 21.70 16   11460 334.63620 +22.10000 1.03 138.3 +77.2  110
7633 22.94 21.73 16   11461 335.49963 +22.10000 1.03 137.0 +77.0  110
7633 22.97 21.76 16   11462 336.36307 +22.10000 1.03 135.7 +76.8  110
7633 23.00 21.79 16   11463 337.22650 +22.10000 1.03 134.5 +76.5  110
7633 23.03 21.82 17   11815 333.10342 +22.90000 1.02 149.2 +79.6  110
7633 23.06 21.85 17   11816 333.97186 +22.90000 1.02 147.4 +79.4  110
7633 23.09 21.88 17   11817 334.84030 +22.90000 1.02 145.6 +79.2  110
7633 23.12 21.91 17   11818 335.70877 +22.90000 1.02 143.9 +79.0  110
7633 23.15 21.95 17   11819 336.57721 +22.90000 1.02 142.3 +78.8  110
7633 23.18 21.98 17   11820 337.44565 +22.90000 1.02 140.7 +78.6  110
7633 23.21 22.01 17   11821 338.31409 +22.90000 1.02 139.2 +78.4  110
7633 23.25 22.04 18   11464 338.08994 +22.10000 1.02 144.0 +78.1  110
7633 23.28 22.07 18   11465 338.95340 +22.10000 1.02 142.5 +77.9  110
7633 23.31 22.10 19   11108 343.08578 +21.30000 1.03 133.0 +75.1  110
7633 23.34 22.13 20   11109 343.94446 +21.30000 1.04 131.9 +74.9  110
7633 23.37 22.16 20   11110 344.80310 +21.30000 1.04 130.9 +74.6  110
7633 23.40 22.19 20   11111 345.66174 +21.30000 1.04 129.9 +74.4  110
7633 23.43 22.22 20   11112 346.52042 +21.30000 1.04 128.9 +74.1  110
7633 23.46 22.25 20   11113 347.37906 +21.30000 1.04 128.0 +73.9  110
7633 23.49 22.28 20   11114 348.23770 +21.30000 1.04 127.0 +73.6  110
7633 23.52 22.31 20   11115 349.09638 +21.30000 1.04 126.1 +73.3  110
7633 23.55 22.34 21   11116 349.95502 +21.30000 1.05 125.3 +73.0  110
7633 23.58 22.37 21   11117 350.81366 +21.30000 1.05 124.4 +72.8  110
7633 23.61 22.40 21   11118 351.67233 +21.30000 1.05 123.6 +72.5  110
7633 23.64 22.43 21   11119 352.53098 +21.30000 1.05 122.8 +72.2  110
7633 23.67 22.46 21   11120 353.38965 +21.30000 1.05 122.1 +71.9  110
7633 23.70 22.50 21   11121 354.24829 +21.30000 1.05 121.3 +71.6  110
7633 23.73 22.53 21   11122 355.10693 +21.30000 1.06 120.6 +71.3  110
7633 23.76 22.56 22   11123 355.96561 +21.30000 1.06 119.9 +71.0  110
7633 23.80 22.59 22   11124 356.82425 +21.30000 1.06 119.2 +70.7  110
7633 23.83 22.62 22   11125 357.68289 +21.30000 1.06 118.5 +70.4  110
7633 23.86 22.65 22   11126 358.54156 +21.30000 1.06 117.8 +70.1  110
7633 23.89 22.68 22   11127 359.40021 +21.30000 1.07 117.2 +69.8  110
7633 23.92 22.71 23   12164 328.12308 +23.70000 1.03 236.3 +76.2  110
7633 23.95 22.74 23   12165 328.99674 +23.70000 1.03 235.3 +76.5  110
7633 23.98 22.77 23   12166 329.87042 +23.70000 1.03 234.2 +76.8  110
7633 24.01 22.80 23   12167 330.74411 +23.70000 1.03 233.1 +77.1  110
7633 24.04 22.83 23   12168 331.61780 +23.70000 1.02 232.0 +77.4  110
7633 24.07 22.86 23   12169 332.49149 +23.70000 1.02 230.7 +77.6  110
7633 24.10 22.89 23   12170 333.36517 +23.70000 1.02 229.5 +77.9  110
7633 24.13 22.92 24   11487 357.94904 +22.10000 1.04 124.7 +74.1  110
7633 24.16 22.95 24   11488 358.81247 +22.10000 1.04 123.8 +73.8  110
7633 24.19 22.98 24   11489 359.67590 +22.10000 1.04 123.0 +73.5  110
7633 24.22 23.01 25   12185 346.47043 +23.70000 1.01 172.1 +81.7  110
7633 24.25 23.05 25   12186 347.34412 +23.70000 1.01 169.5 +81.6  110
7633 24.28 23.08 25   12187 348.21780 +23.70000 1.01 167.0 +81.5  110
7633 24.31 23.11 25   12188 349.09149 +23.70000 1.01 164.5 +81.5  110
7633 24.35 23.14 25   12189 349.96518 +23.70000 1.01 162.0 +81.4  110
7633 24.38 23.17 25   12190 350.83887 +23.70000 1.01 159.6 +81.2  110
7633 24.41 23.20 25   12191 351.71252 +23.70000 1.01 157.3 +81.1  110
7633 24.44 23.23 26   11128   0.25885 +21.30000 1.04 132.4 +75.0  110
7633 24.47 23.26 27   12178 340.35465 +23.70000 1.02 224.5 +78.8  110
7633 24.50 23.29 27   12179 341.22833 +23.70000 1.02 223.0 +79.1  110
7633 24.53 23.32 27   12180 342.10202 +23.70000 1.02 221.4 +79.3  110
7633 24.56 23.35 27   12181 342.97571 +23.70000 1.02 219.7 +79.5  110
7633 24.59 23.38 27   12182 343.84936 +23.70000 1.02 218.0 +79.8  110
7633 24.62 23.41 27   12183 344.72305 +23.70000 1.02 216.2 +80.0  110
7633 24.65 23.44 27   12184 345.59674 +23.70000 1.01 214.4 +80.2  110
7633 24.68 23.47 28   12192 352.58621 +23.70000 1.01 176.9 +81.7  110
7633 24.71 23.50 28   12193 353.45990 +23.70000 1.01 174.3 +81.7  110
7633 24.74 23.53 28   12194 354.33359 +23.70000 1.01 171.7 +81.7  110
7633 24.77 23.56 28   12195 355.20727 +23.70000 1.01 169.1 +81.6  110
7633 24.80 23.60 28   12196 356.08096 +23.70000 1.01 166.5 +81.5  110
7633 24.83 23.63 28   12197 356.95465 +23.70000 1.01 164.0 +81.4  110
7633 24.86 23.66 28   12198 357.82834 +23.70000 1.01 161.6 +81.3  110
7633 24.90 23.69 29   12199 358.70203 +23.70000 1.01 159.2 +81.2  110
7633 24.93 23.72 29   12200 359.57568 +23.70000 1.01 156.9 +81.1  110
7633 24.96 23.75 30   12201   0.44937 +23.70000 1.01 154.6 +80.9  110
7633 24.99 23.78 31   11490   0.48850 +22.90000 1.01 158.6 +80.3  110
7633 25.02 23.81 31   11491   1.35695 +22.90000 1.01 156.5 +80.2  110
7633 25.05 23.84 31   11492   2.22539 +22.90000 1.02 154.5 +80.1  110
7633 25.08 23.87 31   11493   3.09384 +22.90000 1.02 152.5 +79.9  110
7633 25.11 23.90 31   11494   3.96229 +22.90000 1.02 150.6 +79.7  110
7633 25.14 23.93 31   11495   4.83073 +22.90000 1.02 148.7 +79.6  110
7633 25.17 23.96 32   11135   5.66631 +22.10000 1.02 149.1 +78.7  110
7633 25.20 23.99 33   11136   6.52975 +22.10000 1.02 147.5 +78.5  110
7633 25.23  0.02 33   11137   7.39319 +22.10000 1.02 145.9 +78.3  110
7633 25.26  0.05 33   11138   8.25663 +22.10000 1.02 144.3 +78.1  110
7633 25.29  0.08 33   11139   9.12006 +22.10000 1.02 142.8 +77.9  110
7633 25.32  0.11 33   11140   9.98350 +22.10000 1.02 141.3 +77.7  110
7633 25.35  0.15 33   11141  10.84694 +22.10000 1.02 139.9 +77.5  110
7633 25.38  0.18 33   11142  11.71038 +22.10000 1.03 138.5 +77.3  110
7633 25.41  0.21 34   11496   5.69918 +22.90000 1.01 165.1 +80.7  110
7633 25.45  0.24 34   11497   6.56762 +22.90000 1.01 162.9 +80.6  110
7633 25.48  0.27 34   11498   7.43607 +22.90000 1.01 160.7 +80.4  110
7633 25.51  0.30 34   11499   8.30452 +22.90000 1.01 158.5 +80.3  110
7633 25.54  0.33 34   11500   9.17296 +22.90000 1.01 156.4 +80.2  110
7633 25.57  0.36 34   11501  10.04141 +22.90000 1.02 154.4 +80.0  110
7633 25.60  0.39 34   11502  10.90986 +22.90000 1.02 152.4 +79.9  110
7633 25.63  0.42 35   11503  11.77830 +22.90000 1.02 150.5 +79.7  110
7633 25.66  0.45 35   11504  12.64675 +22.90000 1.02 148.6 +79.6  110
7633 25.69  0.48 35   11505  13.51520 +22.90000 1.02 146.8 +79.4  110
7633 25.72  0.51 35   11506  14.38364 +22.90000 1.02 145.1 +79.2  110
7633 25.75  0.54 35   11507  15.25209 +22.90000 1.02 143.4 +79.0  110
7633 25.78  0.57 36   11143  12.57381 +22.10000 1.02 159.3 +79.5  110
7633 25.81  0.60 36   11144  13.43725 +22.10000 1.02 157.4 +79.4  110
7633 25.84  0.63 36   11145  14.30069 +22.10000 1.02 155.5 +79.3  110
7633 25.87  0.66 36   11146  15.16413 +22.10000 1.02 153.6 +79.1  110
7633 25.90  0.70 36   11147  16.02757 +22.10000 1.02 151.9 +79.0  110
7633 25.93  0.73 36   11148  16.89101 +22.10000 1.02 150.1 +78.8  110
7633 25.96  0.76 36   11149  17.75444 +22.10000 1.02 148.4 +78.6  110
7633 26.00  0.79 37   11515  22.19966 +22.90000 1.03 132.0 +77.1  110
7633 26.03  0.82 37   11516  23.06810 +22.90000 1.03 130.8 +76.8  110
7633 26.06  0.85 38   12208   5.76948 +24.50000 1.01 221.1 +80.4  110
7633 26.09  0.88 38   12209   6.64863 +24.50000 1.01 219.3 +80.6  110
7633 26.12  0.91 38   12210   7.52779 +24.50000 1.01 217.3 +80.8  110
7633 26.15  0.94 38   12211   8.40695 +24.50000 1.01 215.3 +81.0  110
7633 26.18  0.97 38   12212   9.28611 +24.50000 1.01 213.2 +81.2  110
7633 26.21  1.00 38   12213  10.16527 +24.50000 1.01 211.0 +81.4  110
7633 26.24  1.03 38   12214  11.04443 +24.50000 1.01 208.7 +81.6  110
7633 26.27  1.06 39   11871  21.45987 +23.70000 1.01 148.0 +80.4  110
7633 26.30  1.09 39   11872  22.33356 +23.70000 1.01 146.1 +80.2  110
7633 26.33  1.12 39   11873  23.20724 +23.70000 1.02 144.2 +80.0  110
7633 26.36  1.15 40   11517  23.93655 +22.90000 1.02 145.4 +79.2  110
7633 26.39  1.18 40   11518  24.80500 +22.90000 1.02 143.7 +79.0  110
7633 26.42  1.21 40   11519  25.67344 +22.90000 1.02 142.1 +78.8  110
7633 26.45  1.25 40   11520  26.54189 +22.90000 1.02 140.5 +78.6  110
7633 26.48  1.28 40   11521  27.41034 +22.90000 1.02 139.0 +78.4  110
7633 26.51  1.31 40   11522  28.27878 +22.90000 1.02 137.5 +78.1  110
7633 26.55  1.34 40   11523  29.14723 +22.90000 1.02 136.1 +77.9  110
7633 26.58  1.37 41   11874  24.08092 +23.70000 1.01 158.2 +81.2  110
7633 26.61  1.40 41   11875  24.95461 +23.70000 1.01 156.0 +81.0  110
7633 26.64  1.43 41   11876  25.82829 +23.70000 1.01 153.7 +80.9  110
7633 26.67  1.46 41   11877  26.70198 +23.70000 1.01 151.6 +80.7  110
7633 26.70  1.49 41   11878  27.57566 +23.70000 1.01 149.5 +80.5  110
7633 26.73  1.52 41   11879  28.44935 +23.70000 1.01 147.5 +80.4  110
7633 26.76  1.55 41   11880  29.32303 +23.70000 1.01 145.6 +80.2  110
7633 26.79  1.58 42   12229  24.23180 +24.50000 1.01 176.4 +82.5  110
7633 26.82  1.61 42   12230  25.11096 +24.50000 1.01 173.5 +82.5  110
7633 26.85  1.64 42   12231  25.99012 +24.50000 1.01 170.6 +82.4  110
7633 26.88  1.67 42   12232  26.86928 +24.50000 1.01 167.8 +82.4  110
7633 26.91  1.70 42   12233  27.74843 +24.50000 1.01 165.0 +82.3  110
7633 26.94  1.73 42   12234  28.62759 +24.50000 1.01 162.2 +82.2  110
7633 26.97  1.76 42   12235  29.50675 +24.50000 1.01 159.6 +82.1  110
7633 27.00  1.80 43   11164  30.70602 +22.10000 1.02 160.3 +79.6  110
7633 27.03  1.83 43   11165  31.56945 +22.10000 1.02 158.3 +79.5  110
7633 27.06  1.86 43   11166  32.43289 +22.10000 1.02 156.4 +79.3  110
7633 27.10  1.89 43   11167  33.29633 +22.10000 1.02 154.6 +79.2  110
7633 27.13  1.92 43   11168  34.15977 +22.10000 1.02 152.7 +79.0  110
7633 27.16  1.95 43   11169  35.02320 +22.10000 1.02 151.0 +78.9  110
7633 27.19  1.98 44   11881  30.19671 +23.70000 1.01 176.7 +81.7  110
7633 27.22  2.01 44   11882  31.07040 +23.70000 1.01 174.1 +81.7  110
7633 27.25  2.04 44   11883  31.94408 +23.70000 1.01 171.5 +81.7  110
7633 27.28  2.07 44   11884  32.81776 +23.70000 1.01 168.9 +81.6  110
7633 27.31  2.10 44   11885  33.69145 +23.70000 1.01 166.4 +81.5  110
7633 27.34  2.13 44   11886  34.56514 +23.70000 1.01 163.9 +81.4  110
7633 27.37  2.16 44   11887  35.43882 +23.70000 1.01 161.4 +81.3  110
7633 27.40  2.19 45   11526  31.75257 +22.90000 1.01 186.6 +80.9  110
7633 27.43  2.22 45   11527  32.62101 +22.90000 1.01 184.3 +80.9  110
7633 27.46  2.25 45   11528  33.48946 +22.90000 1.01 181.9 +80.9  110
7633 27.49  2.28 45   11529  34.35791 +22.90000 1.01 179.5 +80.9  110
7633 27.52  2.31 45   11530  35.22635 +22.90000 1.01 177.1 +80.9  110
7633 27.55  2.35 46   11531  36.09480 +22.90000 1.01 174.7 +80.9  110
7633 27.58  2.38 46   11532  36.96325 +22.90000 1.01 172.3 +80.9  110
7633 27.61  2.41 46   11533  37.83169 +22.90000 1.01 170.0 +80.8  110
7633 27.65  2.44 46   11534  38.70014 +22.90000 1.01 167.6 +80.7  110
7633 27.68  2.47 46   11535  39.56858 +22.90000 1.01 165.4 +80.7  110
7633 27.71  2.50 46   11536  40.43703 +22.90000 1.01 163.1 +80.6  110
7633 27.74  2.53 46   11537  41.30548 +22.90000 1.01 160.9 +80.5  110
7633 27.77  2.56 47   11888  36.31250 +23.70000 1.01 193.0 +81.5  110
7633 27.80  2.59 47   11889  37.18619 +23.70000 1.01 190.5 +81.6  110
7633 27.83  2.62 47   11890  38.05987 +23.70000 1.01 187.9 +81.7  110
7633 27.86  2.65 47   11891  38.93356 +23.70000 1.01 185.3 +81.7  110
7633 27.89  2.68 47   11892  39.80724 +23.70000 1.01 182.7 +81.7  110
7633 27.92  2.71 47   11893  40.68092 +23.70000 1.01 180.0 +81.7  110
7633 27.95  2.74 47   11894  41.55461 +23.70000 1.01 177.4 +81.7  110
7633 27.98  2.77 48   11538  42.17392 +22.90000 1.01 176.6 +80.9  110
7633 28.01  2.80 48   11539  43.04237 +22.90000 1.01 174.3 +80.9  110
7633 28.04  2.83 48   11540  43.91082 +22.90000 1.01 171.9 +80.9  110
7633 28.07  2.86 48   11541  44.77926 +22.90000 1.01 169.5 +80.8  110
7633 28.10  2.90 49   11895  42.42829 +23.70000 1.01 186.4 +81.7  110
7633 28.13  2.93 49   11896  43.30198 +23.70000 1.01 183.7 +81.7  110
7633 28.16  2.96 49   11897  44.17566 +23.70000 1.01 181.1 +81.7  110
7633 28.20  2.99 49   11898  45.04935 +23.70000 1.01 178.5 +81.7  110
7633 28.23  3.02 49   11899  45.92303 +23.70000 1.01 175.8 +81.7  110
7633 28.26  3.05 49   11900  46.79671 +23.70000 1.01 173.2 +81.7  110
7633 28.29  3.08 49   11901  47.67040 +23.70000 1.01 170.6 +81.6  110
7633 28.32  3.11 50   12257  48.84823 +24.50000 1.01 164.8 +82.3  110
7633 28.35  3.14 50   12258  49.72739 +24.50000 1.01 162.1 +82.2  110
7633 28.38  3.17 50   12259  50.60655 +24.50000 1.01 159.5 +82.1  110
7633 28.41  3.20 50   12260  51.48571 +24.50000 1.01 156.9 +81.9  110
7633 28.44  3.23 50   12261  52.36487 +24.50000 1.01 154.4 +81.8  110
7633 28.47  3.26 50   12262  53.24403 +24.50000 1.01 152.0 +81.6  110
7633 28.50  3.29 50   12263  54.12318 +24.50000 1.01 149.6 +81.5  110
7633 28.53  3.32 51   11184  47.97477 +22.10000 1.02 190.1 +80.0  110
7633 28.56  3.35 52   12250  42.69413 +24.50000 1.02 223.8 +80.0  110
7633 28.59  3.38 52   12251  43.57328 +24.50000 1.01 222.1 +80.2  110
7633 28.62  3.41 52   12252  44.45244 +24.50000 1.01 220.3 +80.5  110
7633 28.65  3.45 52   12253  45.33160 +24.50000 1.01 218.4 +80.7  110
7633 28.68  3.48 52   12254  46.21076 +24.50000 1.01 216.5 +80.9  110
7633 28.71  3.51 52   12255  47.08992 +24.50000 1.01 214.4 +81.1  110
7633 28.75  3.54 52   12256  47.96907 +24.50000 1.01 212.3 +81.3  110
7633 28.78  3.57 53   12264  55.00234 +24.50000 1.01 169.7 +82.4  110
7633 28.81  3.60 53   12265  55.88150 +24.50000 1.01 166.8 +82.4  110
7633 28.84  3.63 53   12266  56.76066 +24.50000 1.01 164.1 +82.3  110
7633 28.87  3.66 53   12267  57.63982 +24.50000 1.01 161.3 +82.2  110
7633 28.90  3.69 53   12268  58.51897 +24.50000 1.01 158.7 +82.0  110
7633 28.93  3.72 53   12269  59.39813 +24.50000 1.01 156.1 +81.9  110
